AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;RMin;RMax;RAverage
23;E5;4;4;6;4,42;1,179034;6,86543;21,84857;0,08467455;9,15221;0,068554;0,999048;1,58107;2,21738;1,9136
27;E9;3;4;6;5,85;1,187595;7,01608;21,87691;0,08400088;9,15337;0,06636;0,991159;1,82339;1,96047;1,90699
27;E9;3;4;6;5,85;1,189507;7,05001;21,86787;0,0838204;9,18766;0,059337;0,986619;1,89067;1,95226;1,9106
27;E9;3;4;6;5,27;1,306133;9,33364;26,27058;0,08410716;12,0299;0,055855;0,934299;1,96503;2,15471;2,10175
27;E9;3;4;6;5,81;1,294467;9,08576;25,50426;0,08352197;11,75978;0,03934;0,919886;2,045;2,13613;2,08628
27;E9;3;4;6;5,64;1,182831;6,93197;21,77222;0,08377342;9,07882;0,035224;0,993849;1,87559;1,94087;1,90159
27;E9;3;4;6;5,8;1,184659;6,96416;21,82673;0,08389453;9,11953;0,056596;0,993965;1,85447;1,96892;1,90373
27;E9;3;4;6;5,37;1,298676;9,17468;25,84678;0,08392147;11,74997;0,060191;0,932578;1,98877;2,16126;2,08827
27;E9;3;4;6;6,1;1,29291;9,05303;25,6931;0,0838736;11,74003;0,063269;0,946907;2,04039;2,1273;2,07873
27;E9;3;24;5;4,88;1,389296;11,23242;31,87546;0,09415353;6,63769;0,15481;0,936712;2,01092;2,14248;2,03723
25;E7;2;8;6;5,29;1,27875;8,75881;25,57064;0,08532489;11,49763;0,028457;0,995241;1,91914;2,34873;2,06533
25;E7;2;8;6;5,59;1,256718;8,31384;24,52283;0,08429221;10,93377;0,033749;0,991128;1,93081;2,26032;2,02666
25;E7;2;8;6;5,4;1,35839;10,49934;27,99981;0,08378345;13,40016;0,033597;0,932754;2,08069;2,52026;2,20034
25;E7;2;8;6;5,54;1,35894;10,51209;28,39785;0,08389928;13,43128;0,058752;0,953908;2,10771;2,28872;2,18644
25;E7;2;8;6;5,71;1,359943;10,53538;27,74194;0,08316391;13,57346;0,025823;0,907486;2,08274;2,55836;2,21608
25;E7;2;8;7;6,21;1,395611;11,38627;29,15764;0,08386714;16,59317;0,114986;0,977082;2,15391;2,57033;2,30678
25;E7;2;2;6;5,29;1,274915;8,68024;25,4228;0,08532267;11,36938;0,029208;0,995592;1,91837;2,34076;2,05789
25;E7;2;2;6;5,62;1,254024;8,2605;24,4267;0,0843062;10,85871;0,032441;0,990904;1,91693;2,26869;2,02255
25;E7;2;2;6;5,5;1,369925;10,76908;28,69574;0,08367446;13,85316;0,057242;0,934128;2,14079;2,29582;2,20858
25;E7;2;2;6;5,44;1,354329;10,40546;27,84647;0,08361276;13,38071;0,02259;0,932766;2,08096;2,50202;2,19687
25;E7;2;2;6;5,61;1,355532;10,43321;27,65333;0,08337412;13,4392;0,020128;0,91135;2,08069;2,56263;2,20922
25;E7;2;2;7;6,25;1,395717;11,38887;29,1761;0,0839516;16,50398;0,116091;0,979841;2,15001;2,54748;2,30175
25;E7;2;8;6;5,27;1,273015;8,6415;25,34948;0,08532549;11,34512;0,028539;0,995603;1,91084;2,34334;2,05613
25;E7;2;8;6;5,6;1,254858;8,27698;24,45775;0,08443057;10,86199;0,037026;0,991762;1,91243;2,26511;2,02328
25;E7;2;8;6;5,49;1,355923;10,44224;27,82516;0,08353734;13,42683;0,024038;0,92548;2,07948;2,53431;2,20278
25;E7;2;8;6;5,29;1,369535;10,75989;28,91094;0,08480778;13,43134;0,091158;0,957804;2,11112;2,29568;2,19224
25;E7;2;8;6;5,67;1,355366;10,42936;27,64634;0,08331722;13,44071;0,020977;0,915357;2,08199;2,53872;2,20583
25;E7;2;8;7;6,35;1,390866;11,27054;28,91606;0,08380961;16,39178;0,114992;0,977717;2,15278;2,52435;2,29665
25;E7;2;4;6;5,35;1,262395;8,42702;24,86758;0,08480076;11,07271;0,031003;0,993927;1,91832;2,27016;2,03663
25;E7;2;8;6;5,56;1,251419;8,20913;24,33597;0,08434351;10,81998;0,030292;0,989872;1,90445;2,27962;2,02024
25;E7;2;8;6;5,52;1,365403;10,6628;28,48168;0,08355938;13,75453;0,042777;0,942281;2,11593;2,29852;2,19989
25;E7;2;8;6;5,59;1,356271;10,45029;27,93456;0,08348245;13,38602;0,03483;0,937446;2,10816;2,39599;2,19138
25;E7;2;8;7;5,6;1,368474;10,7349;27,98729;0,08337609;17,61408;0,071566;0,939658;2,03943;2,80504;2,3145
25;E7;2;8;6;5,94;1,358277;10,49673;27,50166;0,08361551;11,58501;0,073463;0,902806;2,08755;2,30931;2,19736
25;E7;2;4;6;5,28;1,269066;8,56134;25,16341;0,08531895;11,16896;0,03744;0,993549;1,91266;2,31181;2,04663
25;E7;2;8;6;5,3;1,268712;8,55416;25,12745;0,08507942;11,20647;0,035847;0,993181;1,91293;2,33483;2,047
25;E7;2;8;6;5,55;1,253982;8,25966;24,40449;0,08426518;10,89345;0,036618;0,990167;1,90996;2,23967;2,02327
25;E7;2;8;6;5,3;1,36627;10,68311;28,66848;0,08382452;13,63825;0,056601;0,960471;2,10652;2,33117;2,19747
25;E7;2;8;6;5,42;1,359525;10,52569;28,16956;0,08378092;13,42018;0,034911;0,946338;2,09854;2,41151;2,19268
25;E7;2;8;7;5,66;1,37535;10,89753;28,31248;0,08348112;17,86381;0,064192;0,940878;2,06364;2,83955;2,32571
25;E7;2;8;6;5,48;1,379324;10,99227;28,31005;0,08382672;11,80202;0,04787;0,914271;2,07101;2,37327;2,21597
25;E7;2;4;6;5,66;1,358103;10,49268;27,89717;0,08342309;13,38815;0,035898;0,929662;2,11553;2,43046;2,19597
25;E7;2;4;7;5,65;1,372921;10,8399;28,13873;0,08336052;17,86116;0,083034;0,936286;2,06216;2,79741;2,32332
25;E7;2;4;6;5,18;1,266505;8,50961;25,07263;0,08528222;11,12873;0,034795;0,994406;1,89141;2,31274;2,04359
25;E7;2;4;6;5,26;1,261718;8,41348;24,86272;0,08474812;11,06567;0,02013;0,995189;1,89607;2,26654;2,03594
25;E7;2;4;6;5,4;1,354596;10,41162;27,98601;0,08363297;13,3254;0,036457;0,947411;2,09836;2,35919;2,185
25;E7;2;4;7;5,75;1,377656;10,95244;28,33733;0,08344594;17,93316;0,062384;0,931553;2,08178;2,87912;2,33669
25;E7;2;4;6;5,48;1,378494;10,97245;28,35468;0,08397388;11,8449;0,045092;0,923493;2,07269;2,3449;2,20909
25;E7;2;4;6;5,63;1,257407;8,32754;24,48271;0,08414893;10,98682;0,03515;0,986714;1,92132;2,24123;2,02905
25;E7;2;4;6;5,2;1,361198;10,56459;28,57483;0,08421139;13,45366;0,064558;0,965557;2,075;2,28231;2,18552
25;E7;2;4;6;5,34;1,364736;10,64717;28,46741;0,08387605;13,55338;0,062707;0,951105;2,0827;2,38406;2,19676
25;E7;2;4;6;5,56;1,255359;8,28691;24,39611;0,08419641;10,9415;0,036102;0,985537;1,90057;2,2428;2,02641
25;E7;2;4;6;5,45;1,37293;10,84011;28,11173;0,08389951;11,62014;0,048247;0,917107;2,05327;2,36832;2,20619
23;E5;4;8;6;5,58;1,244601;8,07568;24,20962;0,08400216;10,48913;0,018874;0,996441;1,95924;2,07766;1,99978
23;E5;4;8;6;4,19;1,22788;7,75455;23,82494;0,08533395;10,12378;0,061981;0,996499;1,60043;2,33801;1,99296
23;E5;4;8;6;4,21;1,226725;7,73267;23,82044;0,0854167;10,08512;0,066761;0,998071;1,60312;2,34742;1,99072
23;E5;4;8;6;5,58;1,243391;8,05214;24,13683;0,08396532;10,46584;0,019646;0,995214;1,95516;2,0706;1,99812
23;E5;4;4;6;4,25;1,230667;7,80746;23,96133;0,08528005;10,15026;0,051839;0,997064;1,63045;2,33673;1,9951
23;E5;4;4;6;5,53;1,244738;8,07834;24,21507;0,0840064;10,48837;0,018724;0,996017;1,9584;2,07608;2,00005
23;E5;4;4;6;5,55;1,238489;7,9573;23,98056;0,0838231;10,41264;0,028663;0,998998;1,94727;2,05958;1,99146
23;E5;4;4;6;4,14;1,233449;7,86053;24,12644;0,08592504;10,16384;0,067495;0,994714;1,59859;2,4138;2,00258
75;E7;6;4;6;5,65;1,220199;7,60993;22,59655;0,08302714;10,14694;0,035998;0,932375;1,86662;2,14718;1,98225
75;E7;6;4;6;6,22;1,239915;7,98481;23,00311;0,08216877;10,84877;0,010063;0,894407;1,98649;2,1135;2,02388
25;E7;3;2;6;5,47;1,256895;8,31736;24,74598;0,08473436;10,88091;0,014672;0,999758;1,88991;2,2478;2,02613
25;E7;3;2;6;5,49;1,253049;8,24124;24,56832;0,08462555;10,7781;0,010043;0,999506;1,88987;2,22415;2,01913
25;E7;3;2;6;5,27;1,376621;10,92777;29,28999;0,08497673;13,80916;0,055706;0,982297;2,08269;2,55411;2,21474
25;E7;3;2;6;5,48;1,360829;10,55599;28,69408;0,08433722;13,52735;0,048959;0,988414;2,10691;2,31036;2,18427
25;E7;3;2;6;5,42;1,365494;10,66493;28,79873;0,08455081;13,50439;0,052443;0,980245;2,11659;2,3265;2,18892
25;E7;3;2;6;5,38;1,366844;10,69659;29,00951;0,08479785;13,517;0,048389;0,988706;2,1117;2,34019;2,18977
25;E7;2;4;5;4,8;1,421776;12,03878;31,3742;0,08940818;7,5317;0,155025;0,922406;2,05933;2,37431;2,14048
25;E7;2;4;6;5,38;1,362508;10,59511;28,70268;0,08430577;13,54986;0,045558;0,981087;2,09947;2,36232;2,18867
25;E7;2;4;6;5,51;1,256368;8,3069;24,73181;0,08468971;10,8656;0,018423;0,999995;1,8897;2,2413;2,02476
25;E7;2;4;6;5,49;1,254865;8,27713;24,64503;0,08461715;10,84517;0,017582;0,999487;1,88764;2,22733;2,02231
25;E7;2;4;6;5,39;1,378226;10,96604;29,36298;0,08526466;13,46025;0,035131;0,979486;2,08939;2,47859;2,20783
25;E7;2;4;6;5,33;1,374485;10,877;28,95567;0,08465808;13,66397;0,05705;0,963332;2,0875;2,4625;2,21208
44;E8;3;4;5;5,56;1,301851;9,24214;26,47439;0,08389339;6,15558;0,014807;0,855475;2,0168;2,24639;2,067
44;E8;3;8;5;5,56;1,303388;9,27491;26,51009;0,08385591;6,21804;0,0134;0,855762;2,01726;2,25922;2,07114
44;E8;3;8;5;5,6;1,303131;9,26943;26,48967;0,08382545;6,2161;0,007124;0,855263;2,0166;2,25513;2,07076
23;E5;4;4;6;4,53;1,216153;7,53447;23,19416;0,08446444;9,93356;0,045168;0,997522;1,66551;2,14794;1,96608
23;E5;4;4;5;4,08;1,232574;7,84382;24,05359;0,08589845;5,2399;0,057831;0,991017;1,58341;2,01613;1,91803
23;E5;4;4;6;4,25;1,223863;7,6787;23,53978;0,08498308;10,13081;0,064306;0,993974;1,59872;2,29668;1,98717
23;E5;4;4;6;4,25;1,203857;7,30824;23,17454;0,08654238;9,49397;0,067917;0,999358;1,60132;2,37496;1,96221
23;E5;4;4;6;4,14;1,233389;7,85939;24,02755;0,08567454;10,18139;0,059382;0,992067;1,59341;2,37892;2,00215
70;Ln;3;2;5;5,1;1,413287;11,82442;30,69918;0,08631512;8,46249;0,024654;0,880642;2,09234;2,27928;2,15908
70;Ln;3;2;6;6,44;1,493851;13,96402;32,63433;0,08278172;16,34111;0,057612;0,834706;2,32481;2,4749;2,41554
44;E8;3;8;6;5,1;1,260815;8,39542;24,82603;0,08373474;11,07201;0,010073;0,992287;1,90544;2,12441;2,03157
44;E8;3;8;6;5,08;1,255449;8,28869;24,58937;0,08368461;10,96645;0,006493;0,992482;1,87491;2,12683;2,02432
44;E8;3;8;6;5,31;1,252903;8,23837;24,52683;0,08372821;10,86107;0,033396;0,999277;1,94622;2,04876;2,01621
27;E9;3;4;5;4,84;1,381127;11,03545;30,46539;0,09396118;6,64246;0,091071;0,937869;1,96546;2,2457;2,04096
27;E9;3;4;6;5,68;1,181868;6,91505;21,78151;0,08372302;9,06394;0,01746;0,99644;1,87492;1,93011;1,90053
27;E9;3;4;6;5,74;1,181325;6,90553;21,74801;0,08374707;9,03634;0,020295;0,995206;1,8746;1,91734;1,89915
27;E9;3;4;6;5,71;1,177659;6,84144;21,61239;0,08372574;8,95912;0,024051;0,995449;1,8696;1,92184;1,89345
27;E9;3;4;5;4,8;1,35991;10,53464;29,25589;0,09196596;6,64725;0,085209;0,920753;1,96737;2,21869;2,02793
27;E9;3;4;6;5,68;1,184854;6,9676;21,86155;0,08374841;9,10299;0,019135;0,993842;1,87609;1,93112;1,90464
23;E5;4;4;6;5,8;1,246754;8,11766;24,16027;0,08380155;10,57715;0,011394;0,9903;1,9671;2,04635;2,00398
23;E5;4;4;6;4,28;1,221629;7,63671;23,13655;0,08462345;10,12059;0,070216;0,958079;1,59292;2,35653;1,99416
23;E5;4;4;6;4,28;1,225335;7,70642;23,20608;0,08439818;10,21568;0,065048;0,970029;1,59895;2,32991;1,9971
23;E5;4;4;6;4,48;1,185362;6,97656;21,94074;0,08461315;9,33043;0,075014;0,991229;1,59127;2,25534;1,92612
23;E5;4;4;6;4,29;1,22373;7,67618;23,31898;0,08468778;10,139;0,061458;0,980687;1,60197;2,30771;1,99015
26;E8;3;2;5;4,97;1,362902;10,60432;29,97056;0,09359231;5,90609;0,110658;0,923399;1,92488;2,10418;2,00402
26;E8;3;2;5;5,01;1,368538;10,73641;29,8759;0,09464121;6,00364;0,121813;0,913069;1,93109;2,10089;2,00924
58;Ln;4;8;7;6,37;1,381177;11,03663;28,56764;0,08338885;16,91471;0,038804;0,96481;2,18568;2,33023;2,27935
58;Ln;4;8;9;7,59;1,379907;11,00622;27,56623;0,08069638;27,69701;0,060567;1;2,24876;2,70679;2,41425
58;Ln;4;8;8;7,32;1,389218;11,23052;28,52148;0,08240621;19,98807;0,015159;1;2,26934;2,45311;2,35396
58;Ln;4;8;9;7,4;1,381235;11,03802;27,57847;0,08055666;27,87099;0,048638;0,994061;2,24184;2,63908;2,41629
58;Ln;4;8;7;6,45;1,385705;11,14554;28,73162;0,08332238;17,09107;0,035601;0,962277;2,20858;2,32499;2,28733
58;Ln;4;8;8;5,78;1,380807;11,02776;28,04428;0,08207305;22,60147;0,083497;0,985029;2,05932;2,64118;2,37026
58;Ln;4;8;8;5,88;1,398379;11,45416;29,24554;0,08432388;22,88543;0,116487;0,999317;2,08582;2,66821;2,38522
58;Ln;4;8;8;6,5;1,417089;11,92009;29,68537;0,0818612;24,58329;0,082929;0,996295;2,27017;2,60679;2,4178
58;Ln;4;8;9;7;1,436077;12,40572;29,70925;0,08086549;30,51796;0,086967;0,984762;2,32194;2,74553;2,50487
58;Ln;4;8;8;6,56;1,435551;12,39208;30,54912;0,08311373;24,88456;0,121914;0,995573;2,30237;2,60713;2,43439
58;Ln;4;8;9;7,16;1,435302;12,38564;29,66365;0,08069065;29,9555;0,079989;0,983415;2,31021;2,68274;2,501
25;E7;2;2;6;5,92;1,35067;10,32134;28,27184;0,08337614;13,72174;0;0,990011;2,1435;2,23298;2,17744
25;E7;2;4;6;5,07;1,371095;10,79671;29,24662;0,08479817;13,19783;0,031708;0,982096;2,06597;2,316;2,19203
25;E7;2;4;6;5,83;1,354777;10,4158;28,40208;0,0836937;13,66179;0,037287;0,964026;2,12842;2,22457;2,1809
25;E7;3;4;6;5,9;1,184035;6,95316;21,88607;0,08376939;9,15997;0,040272;0,999729;1,85937;1,96003;1,90449
25;E7;3;4;6;5,2;1,261929;8,41769;24,90867;0,08492647;10,88793;0,051392;0,999981;1,91426;2,28082;2,02962
25;E7;3;4;6;5,19;1,258642;8,3521;24,88564;0,08524932;10,77309;0,061955;0,999289;1,91095;2,29706;2,02259
25;E7;3;4;6;5,18;1,262006;8,41923;25,04783;0,08538987;10,84752;0,063101;0,99987;1,91306;2,32011;2,02819
25;E7;3;4;6;5,89;1,184058;6,95357;21,88696;0,08376915;9,1604;0,040191;0,999729;1,85988;1,96015;1,90453
25;E7;3;4;6;5,2;1,26194;8,41792;24,90914;0,08492605;10,88831;0,051354;0,99998;1,91421;2,28095;2,02964
25;E7;3;4;6;5,19;1,258615;8,35155;24,88382;0,08524771;10,77305;0,061978;0,999278;1,91148;2,29694;2,02256
25;E7;3;4;6;5,18;1,262015;8,41942;25,04806;0,08539;10,84757;0,063113;0,999864;1,91359;2,32001;2,02819
27;E9;3;4;6;5,89;1,27785;8,74034;24,96885;0,08355178;11,45718;0,020986;0,927691;2,00923;2,15285;2,06064
27;E9;3;4;6;5,5;1,204938;7,32796;22,70933;0,08395316;9,62268;0,043505;0,999846;1,83458;2,05368;1,93996
42;E6;5;4;6;4,4;1,238297;7,95359;23,86759;0,08463701;10,26436;0,035268;0,962086;1,69074;2,31238;2,01027
42;E6;5;4;6;4,36;1,242711;8,03894;24,20078;0,08505267;10,36334;0,037843;0,969997;1,69105;2,38222;2,01842
42;E6;5;4;6;4,56;1,208086;7,38553;23,08102;0,08524264;9,57741;0,048113;0,998434;1,6912;2,23307;1,957
25;E7;3;9;6;5,49;1,373155;10,84544;29,40446;0,08428982;14,04441;0,045713;0,995387;2,09964;2,41457;2,20852
25;E7;3;9;6;5,22;1,377273;10,94332;29,15503;0,08387382;13,94477;0,06268;0,978149;2,09471;2,33072;2,21452
23;E5;4;4;6;4,38;1,185889;6,98587;22,10611;0,08498442;9,31374;0,07285;0,996403;1,58587;2,31443;1,92887
23;E5;4;4;6;4,18;1,222406;7,65129;23,62311;0,0852459;10,01195;0,053783;0,997484;1,59718;2,3046;1,98327
23;E5;4;4;6;4,2;1,222502;7,6531;23,49645;0,08504364;10,05694;0,058844;0,992387;1,59157;2,29702;1,9851
23;E5;4;4;6;4,24;1,219587;7,59848;23,34868;0,08504128;9,97382;0,055897;0,989867;1,59612;2,30903;1,98066
23;E5;4;4;6;4,21;1,222413;7,65143;23,52633;0,08508773;10,0454;0,056178;0,994203;1,59867;2,30448;1,98432
23;E5;4;4;6;4,42;1,179034;6,86543;21,84857;0,08467455;9,15221;0,068554;0,999048;1,58107;2,21738;1,9136
26;E8;3;8;7;6,56;1,176353;6,81871;20,23349;0,08217268;10,58444;0,024997;0,981587;1,8738;2,09704;1,9607
26;E8;3;8;8;6,89;1,188249;7,02767;20,2294;0,08098352;14,22606;0,049491;0,983629;1,90058;2,11098;2,03141
